amazing,app,application,bank,banking,best,dashen,easy,experience,fast,good,great,like,mobile,nice,super,time,use,user,work
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3889637608764791,0.0,0.0,0.6652331292731427,0.6373163079996362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.34789068677077317,0.0,0.0,0.5949870745902148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7245429256633025,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48280377827070986,0.2275315700793078,0.0,0.0,0.0,0.3728100012956086,0.0,0.4508042940882469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44739579714135325,0.0,0.4156381700115995,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3430511714469435,0.6683380459651861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600304160296832,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30847643266690206,0.0,0.5014955272927445,0.0,0.0,0.5552582349800725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5873949430164419,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6752268076550467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376101668388082,0.0,0.0,0.0,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3114150525533586,0.0,0.0,0.5326038843464871,0.5102529117406548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991625267674925,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4263028409285879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9045805037785277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6702656190004105,0.0,0.0,0.7421212838788527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.28829302220774655,0.0,0.0,0.0,0.0,0.518928053220189,0.5711898894805264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5668711662120879,0.0,0.0,0.0,0.0
0.0,0.46803674363312187,0.0,0.0,0.4002346476703623,0.0,0.0,0.0,0.0,0.4584385309961578,0.0,0.0,0.4559185169960107,0.45025132156577563,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.45331344978437565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8913511744787171,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6179418583089845,0.0,0.0,0.0,0.7862237974963865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7110967701717983,0.0,0.7030941497774226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2515617457301586,0.0,0.0,0.43023855728974075,0.0,0.0,0.0,0.0,0.49280574115677855,0.0,0.0,0.0,0.4840047710407237,0.0,0.0,0.0,0.0,0.523921134331468,0.0
0.0,0.20664085563379203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4063183420921654,0.8900589652727557,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.22193199125894575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43476149015153165,0.0,0.0,0.0,0.0,0.0,0.8727706674362166,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3166129121689435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818694205769641,0.0,0.6594015143521709,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6631771744264796,0.31253637715612326,0.0,0.0,0.0,0.0,0.0,0.0,0.6800860594614745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3170749678656777,0.0,0.0,0.5422838688420881,0.5195266711322997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5792095547630649,0.0,0.0
0.0,0.0,0.7653186017135464,0.0,0.0,0.6436516432599407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5180234371220162,0.0,0.5452023244672015,0.0,0.6590949430756187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5630895244306104,0.0,0.0,0.0,0.0,0.0,0.0,0.5662019084027529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019514817637629,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6851460743810507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7284056951728451,0.0
0.0,0.22817977823528274,0.0,0.0,0.0,0.0,0.41072408619908674,0.4520885774959282,0.0,0.4470008124798402,0.0,0.0,0.0,0.0,0.0,0.4486703701799643,0.0,0.4168222696582643,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2956137615144362,0.0,0.0,0.0,0.0,0.532105399544636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812659510616752,0.0,0.5400057795200858,0.0,0.0
0.0,0.0,0.0,0.0,0.6275399771049509,0.0,0.0,0.0,0.0,0.0,0.0,0.7785843416965935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.35504134058792436,0.0,0.288598455916934,0.0,0.0,0.6390751682890612,0.3517185787890798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3490592613919529,0.0,0.0,0.3697177036108676,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.450583955476544,0.0,0.0,0.0,0.0,0.0,0.8927340584222784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2798903281814344,0.0,0.0,0.47868808767650334,0.0,0.0,0.0,0.0,0.0,0.0,0.5939048717517493,0.0,0.0,0.0,0.0,0.0,0.0,0.5829203395118748,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7366137999140843,0.0,0.6763136179141549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5209552069002895,0.0,0.0,0.0,0.8535840160192061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.450583955476544,0.0,0.0,0.0,0.0,0.0,0.8927340584222784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6702656190004105,0.0,0.0,0.7421212838788527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6752268076550467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376101668388082,0.0,0.0,0.0,0.0
0.0,0.27690847930213963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424596175344778,0.0,0.0,0.0,0.0,0.0,0.5444857159355896,0.0,0.0,0.5767101200577576,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2985341130669366,0.0,0.485332124574451,0.0,0.0,0.5373620385512005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6217492675632879,0.0
0.0,0.0,0.0,0.0,0.0,0.6015217392072779,0.0,0.0,0.7988564309442914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.14749473489468234,0.0,0.0,0.5045116996205772,0.2416698143823104,0.2654908365557685,0.0,0.0,0.2889400053077405,0.0,0.0,0.0,0.28377985367055175,0.0,0.5800384049506465,0.0,0.0,0.30718346539394725,0.0
0.0,0.30223912543036463,0.0,0.0,0.0,0.4952181743570933,0.0,0.5988210582733352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5521085138031462,0.0,0.0
0.0,0.3785085491385099,0.0,0.6153479628701484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6914319654316096,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6015217392072779,0.0,0.0,0.7988564309442914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4856424926235426,0.0,0.0,0.0,0.0,0.8741575197631101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5876687132420326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816233893785338,0.0,0.5624586352828802,0.0
0.0,0.2637502275961201,0.0,0.42878335410706875,0.0,0.0,0.4747509707127372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022281558756474,0.5186126183740106,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6888062317055564,0.0,0.7249454980642277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5197325652073923,0.0,0.0,0.0,0.0,0.46775986146459003,0.0,0.0,0.0,0.0,0.0,0.0,0.49998269906952375,0.0,0.5109756092972788,0.0,0.0,0.0,0.0
0.0,0.0,0.39344924413729815,0.0,0.0,0.0,0.7270335482708337,0.40012696317773105,0.0,0.39562396959066676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6169402105172888,0.0,0.5014852407145668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065454063731225,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23896410541650412,0.0,0.38848812213571365,0.40869318846559677,0.0,0.4301358980653068,0.0,0.0,0.4681271500078034,0.0,0.0,0.0,0.0,0.0,0.4698756150354099,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6593789343071684,0.0,0.0,0.7518107614233402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121391722001342,0.0,0.5063756030825057,0.0,0.0,0.0,0.0,0.0,0.5082669269093937,0.0,0.4721884665163593,0.0,0.0
0.5095124095243385,0.24011858177497847,0.0,0.0,0.0,0.0,0.43221395796632,0.0,0.5225033372715139,0.0,0.0,0.0,0.0,0.0,0.0,0.4721456642883573,0.0,0.0,0.0,0.0
0.0,0.309090931765536,0.0,0.0,0.2643145049104403,0.0,0.2781821673323766,0.30619821076932996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077661388184725,0.33283490099118157,0.2823124483372315,0.32186784026351234,0.0
0.0,0.3417295265342713,0.0,0.0,0.5844498258376686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735961501556285,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7136758547813975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7004761054468893,0.0
0.0,0.14590152201343426,0.0,0.4743893080088243,0.0,0.0,0.525246099960997,0.28907211695828133,0.0,0.0,0.0,0.0,0.5684955845771622,0.0,0.0,0.0,0.0,0.26652231859707914,0.0,0.0
0.0,0.22318727378960332,0.0,0.0,0.38171054347695055,0.0,0.40173756757699314,0.0,0.485660437145522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46482635629992125,0.43722057007279047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
